"global_step","1777156828-grad-compression=surprise - charts/episodic_return","1777156828-grad-compression=surprise - charts/episodic_return__MIN","1777156828-grad-compression=surprise - charts/episodic_return__MAX","1777156828-grad-compression=surprise - _step","1777156828-grad-compression=surprise - _step__MIN","1777156828-grad-compression=surprise - _step__MAX","1776981725-grad-compression=none - charts/episodic_return","1776981725-grad-compression=none - charts/episodic_return__MIN","1776981725-grad-compression=none - charts/episodic_return__MAX","1776981725-grad-compression=none - _step","1776981725-grad-compression=none - _step__MIN","1776981725-grad-compression=none - _step__MAX"
"384411","-40.438873","-40.438873","-40.438873","1770","1770","1770","","","","","",""
"384800","","","","","","","216.61443","216.61443","216.61443","1332","1332","1332"
"385122","-20.9","-20.9","-20.9","1786","1786","1786","","","","","",""
"385801","","","","","","","450","450","450","1343","1343","1343"
"386123","71.328674","71.328674","71.328674","1787","1787","1787","","","","","",""
"386802","","","","","","","529.3706","529.3706","529.3706","1344","1344","1344"
"387124","90.625","90.625","90.625","1788","1788","1788","","","","","",""
"387803","","","","","","","221.875","221.875","221.875","1345","1345","1345"
"388125","-28.813559","-28.813559","-28.813559","1789","1789","1789","","","","","",""
"388804","","","","","","","283.05084","283.05084","283.05084","1346","1346","1346"
"389126","-33.121017","-33.121017","-33.121017","1805","1805","1805","","","","","",""
"389805","","","","","","","514.64966","514.64966","514.64966","1357","1357","1357"
"390127","13.149847","13.149847","13.149847","1806","1806","1806","","","","","",""
"390806","","","","","","","193.57799","193.57799","193.57799","1358","1358","1358"
"391128","37.07165","37.07165","37.07165","1807","1807","1807","","","","","",""
"391807","","","","","","","202.18068","202.18068","202.18068","1359","1359","1359"
"392129","-39.849625","-39.849625","-39.849625","1808","1808","1808","","","","","",""
"392707","-93.70224","-93.70224","-93.70224","1809","1809","1809","","","","","",""
"392808","","","","","","","407.5188","407.5188","407.5188","1360","1360","1360"
"393708","3.8062284","3.8062284","3.8062284","1825","1825","1825","","","","","",""
"393809","","","","","","","653.9936","653.9936","653.9936","1371","1371","1371"
"394415","-86.876305","-86.876305","-86.876305","1826","1826","1826","","","","","",""
"394810","","","","","","","384.42908","384.42908","384.42908","1372","1372","1372"
"395416","73.758865","73.758865","73.758865","1827","1827","1827","","","","","",""
"395811","","","","","","","802.439","802.439","802.439","1373","1373","1373"
"396417","17.263844","17.263844","17.263844","1828","1828","1828","","","","","",""
"396812","","","","","","","329.078","329.078","329.078","1374","1374","1374"
"397418","79.85612","79.85612","79.85612","1844","1844","1844","","","","","",""
"397813","","","","","","","479.80457","479.80457","479.80457","1385","1385","1385"
"398419","213.65314","213.65314","213.65314","1845","1845","1845","","","","","",""
"398814","","","","","","","299.28058","299.28058","299.28058","1386","1386","1386"
"399251","-125.675156","-125.675156","-125.675156","1846","1846","1846","","","","","",""
"399815","","","","","","","464.57565","464.57565","464.57565","1387","1387","1387"
"400252","124.63768","124.63768","124.63768","1847","1847","1847","","","","","",""
"400816","","","","","","","489.17197","489.17197","489.17197","1388","1388","1388"
"401253","66.11295","66.11295","66.11295","1848","1848","1848","","","","","",""
"401817","","","","","","","653.62317","653.62317","653.62317","1399","1399","1399"
"402254","144.37299","144.37299","144.37299","1864","1864","1864","","","","","",""
"402818","","","","","","","770.4319","770.4319","770.4319","1400","1400","1400"
"402996","-103.054054","-103.054054","-103.054054","1865","1865","1865","","","","","",""
"403819","","","","","","","308.36014","308.36014","308.36014","1401","1401","1401"
"403997","187.46178","187.46178","187.46178","1866","1866","1866","","","","","",""
"404820","","","","","","","764.86487","764.86487","764.86487","1402","1402","1402"
"404998","152.39616","152.39616","152.39616","1867","1867","1867","","","","","",""
"405821","","","","","","","588.07336","588.07336","588.07336","1413","1413","1413"
"405999","171.05263","171.05263","171.05263","1883","1883","1883","","","","","",""
"406822","","","","","","","564.53674","564.53674","564.53674","1414","1414","1414"
"407000","117.55725","117.55725","117.55725","1884","1884","1884","","","","","",""
"407823","","","","","","","300","300","300","1415","1415","1415"
"408001","154.23729","154.23729","154.23729","1885","1885","1885","","","","","",""
"408824","","","","","","","510.687","510.687","510.687","1416","1416","1416"
"408919","-48.173706","-48.173706","-48.173706","1886","1886","1886","","","","","",""
"409825","","","","","","","764.4068","764.4068","764.4068","1427","1427","1427"
"409920","159.51556","159.51556","159.51556","1902","1902","1902","","","","","",""
"410826","","","","","","","374.10358","374.10358","374.10358","1428","1428","1428"
"410921","31.782946","31.782946","31.782946","1903","1903","1903","","","","","",""
"411827","","","","","","","287.54324","287.54324","287.54324","1429","1429","1429"
"411922","222.58064","222.58064","222.58064","1904","1904","1904","","","","","",""
"412828","","","","","","","853.48834","853.48834","853.48834","1430","1430","1430"
"412923","57.894737","57.894737","57.894737","1905","1905","1905","","","","","",""
"413829","","","","","","","713.62006","713.62006","713.62006","1441","1441","1441"
"413895","-130.33333","-130.33333","-130.33333","1921","1921","1921","","","","","",""
"414830","","","","","","","377.4436","377.4436","377.4436","1442","1442","1442"
"414896","57.894737","57.894737","57.894737","1922","1922","1922","","","","","",""
"415831","","","","","","","510","510","510","1443","1443","1443"
"415897","310.34482","310.34482","310.34482","1923","1923","1923","","","","","",""
"416832","","","","","","","636.8421","636.8421","636.8421","1444","1444","1444"
"416898","169.78418","169.78418","169.78418","1924","1924","1924","","","","","",""
"417833","","","","","","","365.51724","365.51724","365.51724","1455","1455","1455"
"417899","-48.80546","-48.80546","-48.80546","1940","1940","1940","","","","","",""
"418834","","","","","","","590.64746","590.64746","590.64746","1456","1456","1456"
"418900","153.62318","153.62318","153.62318","1941","1941","1941","","","","","",""
"419835","","","","","","","753.2423","753.2423","753.2423","1457","1457","1457"
"419901","49.333332","49.333332","49.333332","1942","1942","1942","","","","","",""
"420836","","","","","","","592.029","592.029","592.029","1458","1458","1458"
"420902","-38.848923","-38.848923","-38.848923","1943","1943","1943","","","","","",""
"421837","","","","","","","508","508","508","1459","1459","1459"
"421903","198.96907","198.96907","198.96907","1959","1959","1959","","","","","",""
"422838","","","","","","","281.29495","281.29495","281.29495","1470","1470","1470"
"422904","57.894737","57.894737","57.894737","1960","1960","1960","","","","","",""
"423839","","","","","","","700.68726","700.68726","700.68726","1471","1471","1471"
"423905","-29.577465","-29.577465","-29.577465","1961","1961","1961","","","","","",""
"424538","-99.34161","-99.34161","-99.34161","1962","1962","1962","","","","","",""
"424840","","","","","","","294.73685","294.73685","294.73685","1472","1472","1472"
"425539","72.043015","72.043015","72.043015","1963","1963","1963","","","","","",""
"425841","","","","","","","329.57745","329.57745","329.57745","1473","1473","1473"
"426540","86.77043","86.77043","86.77043","1979","1979","1979","","","","","",""
"426842","","","","","","","738.92615","738.92615","738.92615","1484","1484","1484"
"427541","64.0625","64.0625","64.0625","1980","1980","1980","","","","","",""
"427843","","","","","","","523.6559","523.6559","523.6559","1485","1485","1485"
"428536","-117.15714","-117.15714","-117.15714","1981","1981","1981","","","","","",""
"428844","","","","","","","822.179","822.179","822.179","1486","1486","1486"
"429537","26.43678","26.43678","26.43678","1982","1982","1982","","","","","",""
"429845","","","","","","","595.3125","595.3125","595.3125","1487","1487","1487"
"430538","182.60869","182.60869","182.60869","1998","1998","1998","","","","","",""
"430846","","","","","","","889.2857","889.2857","889.2857","1498","1498","1498"
"431539","20.99644","20.99644","20.99644","1999","1999","1999","","","","","",""
"431847","","","","","","","631.8008","631.8008","631.8008","1499","1499","1499"
"432540","68.31683","68.31683","68.31683","2000","2000","2000","","","","","",""
"432848","","","","","","","860.1449","860.1449","860.1449","1500","1500","1500"
"433541","35.135136","35.135136","35.135136","2001","2001","2001","","","","","",""
"433849","","","","","","","444.48398","444.48398","444.48398","1501","1501","1501"
"434542","52.69461","52.69461","52.69461","2017","2017","2017","","","","","",""
"434850","","","","","","","751.48517","751.48517","751.48517","1512","1512","1512"
"435543","34.02062","34.02062","34.02062","2018","2018","2018","","","","","",""
"435851","","","","","","","691.5058","691.5058","691.5058","1513","1513","1513"
"436544","45.569622","45.569622","45.569622","2019","2019","2019","","","","","",""
"436852","","","","","","","447.9042","447.9042","447.9042","1514","1514","1514"
"437545","82.87938","82.87938","82.87938","2020","2020","2020","","","","","",""
"437853","","","","","","","401.7182","401.7182","401.7182","1515","1515","1515"
"438546","6.7615657","6.7615657","6.7615657","2036","2036","2036","","","","","",""
"438854","","","","","","","292.40506","292.40506","292.40506","1526","1526","1526"
"439547","63.763065","63.763065","63.763065","2037","2037","2037","","","","","",""
"439855","","","","","","","779.37744","779.37744","779.37744","1527","1527","1527"
"440548","30.29316","30.29316","30.29316","2038","2038","2038","","","","","",""
"440856","","","","","","","213.16727","213.16727","213.16727","1528","1528","1528"
"441549","-6.451613","-6.451613","-6.451613","2039","2039","2039","","","","","",""
"441857","","","","","","","579.4425","579.4425","579.4425","1529","1529","1529"
"442550","47.260273","47.260273","47.260273","2055","2055","2055","","","","","",""
"442858","","","","","","","430.9446","430.9446","430.9446","1540","1540","1540"
"443551","144.3609","144.3609","144.3609","2056","2056","2056","","","","","",""
"443859","","","","","","","519.35486","519.35486","519.35486","1541","1541","1541"
"444552","112.121216","112.121216","112.121216","2057","2057","2057","","","","","",""
"444860","","","","","","","215.0685","215.0685","215.0685","1542","1542","1542"
"445553","115.48821","115.48821","115.48821","2058","2058","2058","","","","","",""
"445861","","","","","","","433.8346","433.8346","433.8346","1543","1543","1543"
"446554","43.312103","43.312103","43.312103","2074","2074","2074","","","","","",""
"446862","","","","","","","553.19867","553.19867","553.19867","1554","1554","1554"
"446956","-55.3605","-55.3605","-55.3605","2075","2075","2075","","","","","",""
"447863","","","","","","","51.515152","51.515152","51.515152","1555","1555","1555"
"447957","41.342754","41.342754","41.342754","2076","2076","2076","","","","","",""
"448864","","","","","","","556.05096","556.05096","556.05096","1556","1556","1556"
"448958","76.69173","76.69173","76.69173","2077","2077","2077","","","","","",""
"449865","","","","","","","282.44513","282.44513","282.44513","1557","1557","1557"
"449959","-54.063602","-54.063602","-54.063602","2078","2078","2078","","","","","",""
"450866","","","","","","","415.90106","415.90106","415.90106","1568","1568","1568"
"450960","286.5248","286.5248","286.5248","2094","2094","2094","","","","","",""
"451867","","","","","","","557.8947","557.8947","557.8947","1569","1569","1569"
"451961","11.821086","11.821086","11.821086","2095","2095","2095","","","","","",""
"452868","","","","","","","242.75618","242.75618","242.75618","1570","1570","1570"
"452922","-73.762596","-73.762596","-73.762596","2096","2096","2096","","","","","",""
"453522","-69.767845","-69.767845","-69.767845","2097","2097","2097","","","","","",""
"453869","","","","","","","846.80853","846.80853","846.80853","1571","1571","1571"
"454523","-13.533834","-13.533834","-13.533834","2098","2098","2098","","","","","",""
"454870","","","","","","","299.36102","299.36102","299.36102","1582","1582","1582"
"455524","97.1831","97.1831","97.1831","2114","2114","2114","","","","","",""
"455871","","","","","","","319.84732","319.84732","319.84732","1583","1583","1583"
"456525","40.98361","40.98361","40.98361","2115","2115","2115","","","","","",""
"456773","","","","","","","-148.19936","-148.19936","-148.19936","1584","1584","1584"
"457526","25.461254","25.461254","25.461254","2116","2116","2116","","","","","",""
"457774","","","","","","","753.3835","753.3835","753.3835","1585","1585","1585"
"458527","-38.356163","-38.356163","-38.356163","2117","2117","2117","","","","","",""
"458775","","","","","","","269.71832","269.71832","269.71832","1596","1596","1596"
"459528","28.571428","28.571428","28.571428","2133","2133","2133","","","","","",""
"459776","","","","","","","172.13115","172.13115","172.13115","1597","1597","1597"
"460401","-124.78546","-124.78546","-124.78546","2134","2134","2134","","","","","",""
"460777","","","","","","","390.7749","390.7749","390.7749","1598","1598","1598"
"461402","43.790848","43.790848","43.790848","2135","2135","2135","","","","","",""
"461778","","","","","","","615.7534","615.7534","615.7534","1599","1599","1599"
"462403","-38.405796","-38.405796","-38.405796","2136","2136","2136","","","","","",""
"462779","","","","","","","639.2857","639.2857","639.2857","1600","1600","1600"
"463254","-130.74838","-130.74838","-130.74838","2152","2152","2152","","","","","",""
"463780","","","","","","","532.0475","532.0475","532.0475","1611","1611","1611"
"464255","-0.34364262","-0.34364262","-0.34364262","2153","2153","2153","","","","","",""
"464781","","","","","","","279.08496","279.08496","279.08496","1612","1612","1612"
"465256","52.77778","52.77778","52.77778","2154","2154","2154","","","","","",""
"465782","","","","","","","831.1594","831.1594","831.1594","1613","1613","1613"
"466257","73.74517","73.74517","73.74517","2155","2155","2155","","","","","",""
"466783","","","","","","","835.01807","835.01807","835.01807","1614","1614","1614"
"467258","78.45118","78.45118","78.45118","2171","2171","2171","","","","","",""
"467649","","","","","","","136.62405","136.62405","136.62405","1625","1625","1625"
"468259","-30.15873","-30.15873","-30.15873","2172","2172","2172","","","","","",""
"468650","","","","","","","587.5","587.5","587.5","1626","1626","1626"
"469260","-51.95195","-51.95195","-51.95195","2173","2173","2173","","","","","",""
"469651","","","","","","","316.9884","316.9884","316.9884","1627","1627","1627"
"470261","125.30864","125.30864","125.30864","2174","2174","2174","","","","","",""
"470652","","","","","","","536.36365","536.36365","536.36365","1628","1628","1628"
"471262","129.10217","129.10217","129.10217","2190","2190","2190","","","","","",""
"471653","","","","","","","493.6508","493.6508","493.6508","1639","1639","1639"
"472263","-34.865902","-34.865902","-34.865902","2191","2191","2191","","","","","",""
"472654","","","","","","","584.6847","584.6847","584.6847","1640","1640","1640"
"473264","8.474576","8.474576","8.474576","2192","2192","2192","","","","","",""
"473655","","","","","","","372.22223","372.22223","372.22223","1641","1641","1641"
"474265","-16.967508","-16.967508","-16.967508","2193","2193","2193","","","","","",""
"474656","","","","","","","352.0124","352.0124","352.0124","1642","1642","1642"
"475266","153.57143","153.57143","153.57143","2209","2209","2209","","","","","",""
"475588","","","","","","","331.9042","331.9042","331.9042","1653","1653","1653"
"476267","-28.813559","-28.813559","-28.813559","2210","2210","2210","","","","","",""
"476589","","","","","","","744.0678","744.0678","744.0678","1654","1654","1654"
"477268","-15.441176","-15.441176","-15.441176","2211","2211","2211","","","","","",""
"477590","","","","","","","394.58484","394.58484","394.58484","1655","1655","1655"
"478269","2.1126761","2.1126761","2.1126761","2212","2212","2212","","","","","",""
"478591","","","","","","","521.4286","521.4286","521.4286","1656","1656","1656"
"479270","36.518772","36.518772","36.518772","2228","2228","2228","","","","","",""
"479592","","","","","","","313.55933","313.55933","313.55933","1667","1667","1667"
"480271","-0.7352941","-0.7352941","-0.7352941","2229","2229","2229","","","","","",""
"480593","","","","","","","455.14706","455.14706","455.14706","1668","1668","1668"
"481272","-61.937717","-61.937717","-61.937717","2230","2230","2230","","","","","",""
"481594","","","","","","","685.21124","685.21124","685.21124","1669","1669","1669"
"482273","-35.81081","-35.81081","-35.81081","2231","2231","2231","","","","","",""
"482595","","","","","","","196.92833","196.92833","196.92833","1670","1670","1670"
"483274","-51.219513","-51.219513","-51.219513","2232","2232","2232","","","","","",""
"483596","","","","","","","521.32355","521.32355","521.32355","1681","1681","1681"
"484275","-29.032259","-29.032259","-29.032259","2248","2248","2248","","","","","",""
"484597","","","","","","","457.0934","457.0934","457.0934","1682","1682","1682"
"485276","86.37993","86.37993","86.37993","2249","2249","2249","","","","","",""
"485598","","","","","","","234.45946","234.45946","234.45946","1683","1683","1683"
"486277","-32.07547","-32.07547","-32.07547","2250","2250","2250","","","","","",""
"486599","","","","","","","345.12195","345.12195","345.12195","1684","1684","1684"
"487278","-39.849625","-39.849625","-39.849625","2251","2251","2251","","","","","",""
"487600","","","","","","","58.064518","58.064518","58.064518","1695","1695","1695"
"488279","-38.56655","-38.56655","-38.56655","2267","2267","2267","","","","","",""
"488601","","","","","","","667.0251","667.0251","667.0251","1696","1696","1696"
"489280","-16.666666","-16.666666","-16.666666","2268","2268","2268","","","","","",""
"489602","","","","","","","333.96225","333.96225","333.96225","1697","1697","1697"
"490281","-56.52174","-56.52174","-56.52174","2269","2269","2269","","","","","",""
"490603","","","","","","","527.8195","527.8195","527.8195","1698","1698","1698"
"491282","30.584192","30.584192","30.584192","2270","2270","2270","","","","","",""
"491604","","","","","","","732.7645","732.7645","732.7645","1709","1709","1709"
"492283","-30.481283","-30.481283","-30.481283","2286","2286","2286","","","","","",""
"492605","","","","","","","674.30554","674.30554","674.30554","1710","1710","1710"
"493284","-63.768116","-63.768116","-63.768116","2287","2287","2287","","","","","",""
"493606","","","","","","","846.4883","846.4883","846.4883","1711","1711","1711"
"494285","-73.48485","-73.48485","-73.48485","2288","2288","2288","","","","","",""
"494607","","","","","","","889.69073","889.69073","889.69073","1712","1712","1712"
"495286","52.38095","52.38095","52.38095","2289","2289","2289","","","","","",""
"495608","","","","","","","707.48663","707.48663","707.48663","1713","1713","1713"
"496287","-38.848923","-38.848923","-38.848923","2305","2305","2305","","","","","",""
"496609","","","","","","","302.17392","302.17392","302.17392","1724","1724","1724"
"497288","57.894737","57.894737","57.894737","2306","2306","2306","","","","","",""
"497610","","","","","","","324.24243","324.24243","324.24243","1725","1725","1725"
"498289","100","100","100","2307","2307","2307","","","","","",""
"498611","","","","","","","455.55554","455.55554","455.55554","1726","1726","1726"
"499290","-42.07317","-42.07317","-42.07317","2308","2308","2308","","","","","",""
"499612","","","","","","","439.56836","439.56836","439.56836","1727","1727","1727"
"500291","-23.58804","-23.58804","-23.58804","2324","2324","2324","","","","","",""
"500613","","","","","","","249.62405","249.62405","249.62405","1738","1738","1738"
"501292","-44.636677","-44.636677","-44.636677","2325","2325","2325","","","","","",""
"501614","","","","","","","316.32654","316.32654","316.32654","1739","1739","1739"
"502293","-56.6787","-56.6787","-56.6787","2326","2326","2326","","","","","",""
"502615","","","","","","","646.95123","646.95123","646.95123","1740","1740","1740"
"503294","36.690647","36.690647","36.690647","2327","2327","2327","","","","","",""
"503616","","","","","","","574.4186","574.4186","574.4186","1741","1741","1741"
"504295","38.0597","38.0597","38.0597","2343","2343","2343","","","","","",""
"504617","","","","","","","813.4948","813.4948","813.4948","1752","1752","1752"
"505296","-58.990536","-58.990536","-58.990536","2344","2344","2344","","","","","",""
"505618","","","","","","","524.5487","524.5487","524.5487","1753","1753","1753"
"506297","33.986927","33.986927","33.986927","2345","2345","2345","","","","","",""
"506619","","","","","","","403.59714","403.59714","403.59714","1754","1754","1754"
"507298","-14.498141","-14.498141","-14.498141","2346","2346","2346","","","","","",""
"507620","","","","","","","467.16418","467.16418","467.16418","1755","1755","1755"
"508299","-7.7490773","-7.7490773","-7.7490773","2362","2362","2362","","","","","",""
"508621","","","","","","","379.49527","379.49527","379.49527","1766","1766","1766"
"509300","-62.068966","-62.068966","-62.068966","2363","2363","2363","","","","","",""
"509622","","","","","","","527.451","527.451","527.451","1767","1767","1767"
"510301","16.607775","16.607775","16.607775","2364","2364","2364","","","","","",""
"510623","","","","","","","468.77322","468.77322","468.77322","1768","1768","1768"
"511302","14.285714","14.285714","14.285714","2365","2365","2365","","","","","",""
"511624","","","","","","","881.5498","881.5498","881.5498","1769","1769","1769"
"512303","-33.579334","-33.579334","-33.579334","2381","2381","2381","","","","","",""
"512625","","","","","","","613.7931","613.7931","613.7931","1780","1780","1780"
"513304","69.38111","69.38111","69.38111","2382","2382","2382","","","","","",""
"513626","","","","","","","804.5936","804.5936","804.5936","1781","1781","1781"
"514305","42.857143","42.857143","42.857143","2383","2383","2383","","","","","",""
"514627","","","","","","","275","275","275","1782","1782","1782"
"515306","-8.474576","-8.474576","-8.474576","2384","2384","2384","","","","","",""
"515628","","","","","","","641.6974","641.6974","641.6974","1783","1783","1783"
"516307","-38.14433","-38.14433","-38.14433","2400","2400","2400","","","","","",""
"516629","","","","","","","417.9153","417.9153","417.9153","1794","1794","1794"
"517030","-20.008745","-20.008745","-20.008745","2401","2401","2401","","","","","",""
"517630","","","","","","","830.15875","830.15875","830.15875","1795","1795","1795"
"518031","86.44068","86.44068","86.44068","2402","2402","2402","","","","","",""
"518631","","","","","","","540.678","540.678","540.678","1796","1796","1796"
"519032","-37.68546","-37.68546","-37.68546","2403","2403","2403","","","","","",""
"519632","","","","","","","631.95874","631.95874","631.95874","1797","1797","1797"
"520033","-7.3482428","-7.3482428","-7.3482428","2404","2404","2404","","","","","",""
"520633","","","","","","","892.39545","892.39545","892.39545","1808","1808","1808"
"521034","70.41801","70.41801","70.41801","2420","2420","2420","","","","","",""
"521634","","","","","","","327.11865","327.11865","327.11865","1809","1809","1809"
"522035","196.66667","196.66667","196.66667","2421","2421","2421","","","","","",""
"522635","","","","","","","196.7359","196.7359","196.7359","1810","1810","1810"
"523036","-44.444443","-44.444443","-44.444443","2422","2422","2422","","","","","",""
"523636","","","","","","","407.9872","407.9872","407.9872","1811","1811","1811"
"524037","67.25979","67.25979","67.25979","2423","2423","2423","","","","","",""
"524637","","","","","","","774.5981","774.5981","774.5981","1822","1822","1822"
"525038","35.231316","35.231316","35.231316","2439","2439","2439","","","","","",""
"525638","","","","","","","290","290","290","1823","1823","1823"
"526039","28.472221","28.472221","28.472221","2440","2440","2440","","","","","",""
"526639","","","","","","","209.02777","209.02777","209.02777","1824","1824","1824"
"527040","-38.77551","-38.77551","-38.77551","2441","2441","2441","","","","","",""
"527640","","","","","","","476.51245","476.51245","476.51245","1825","1825","1825"
"528041","-41.17647","-41.17647","-41.17647","2442","2442","2442","","","","","",""
"528641","","","","","","","757.65125","757.65125","757.65125","1836","1836","1836"
"529042","5.263158","5.263158","5.263158","2458","2458","2458","","","","","",""
"529642","","","","","","","219.44444","219.44444","219.44444","1837","1837","1837"
"530043","115.43408","115.43408","115.43408","2459","2459","2459","","","","","",""
"530643","","","","","","","362.58502","362.58502","362.58502","1838","1838","1838"
"531044","86.31179","86.31179","86.31179","2460","2460","2460","","","","","",""
"531644","","","","","","","786.0294","786.0294","786.0294","1839","1839","1839"
"532045","7.6923075","7.6923075","7.6923075","2461","2461","2461","","","","","",""
"532645","","","","","","","264.66165","264.66165","264.66165","1850","1850","1850"
"533046","93.03797","93.03797","93.03797","2477","2477","2477","","","","","",""
"533646","","","","","","","851.7685","851.7685","851.7685","1851","1851","1851"
"534047","-31.818182","-31.818182","-31.818182","2478","2478","2478","","","","","",""
"534647","","","","","","","827.75665","827.75665","827.75665","1852","1852","1852"
"535048","-49.49495","-49.49495","-49.49495","2479","2479","2479","","","","","",""
"535648","","","","","","","880.7692","880.7692","880.7692","1853","1853","1853"
"536049","180","180","180","2480","2480","2480","","","","","",""
"536649","","","","","","","409.49368","409.49368","409.49368","1864","1864","1864"
"537050","14.391144","14.391144","14.391144","2496","2496","2496","","","","","",""
"537650","","","","","","","846.9697","846.9697","846.9697","1865","1865","1865"
"538051","-45.652172","-45.652172","-45.652172","2497","2497","2497","","","","","",""
"538651","","","","","","","832.6599","832.6599","832.6599","1866","1866","1866"
"539052","146.57535","146.57535","146.57535","2498","2498","2498","","","","","",""
"539652","","","","","","","758.1818","758.1818","758.1818","1867","1867","1867"
"540053","233.33333","233.33333","233.33333","2499","2499","2499","","","","","",""
"540653","","","","","","","331.7343","331.7343","331.7343","1868","1868","1868"
"541054","150","150","150","2515","2515","2515","","","","","",""
"541654","","","","","","","852.89856","852.89856","852.89856","1879","1879","1879"
"542055","-14.373089","-14.373089","-14.373089","2516","2516","2516","","","","","",""
"542655","","","","","","","581.50684","581.50684","581.50684","1880","1880","1880"
"542959","-123.53333","-123.53333","-123.53333","2517","2517","2517","","","","","",""
"543656","","","","","","","260.54422","260.54422","260.54422","1881","1881","1881"
"543960","71.14094","71.14094","71.14094","2518","2518","2518","","","","","",""
"544657","","","","","","","226.66667","226.66667","226.66667","1882","1882","1882"
"544961","37.931034","37.931034","37.931034","2534","2534","2534","","","","","",""
"545658","","","","","","","325.07645","325.07645","325.07645","1893","1893","1893"
"545962","109.73783","109.73783","109.73783","2535","2535","2535","","","","","",""
"546659","","","","","","","868.62744","868.62744","868.62744","1894","1894","1894"
"546963","-27.392738","-27.392738","-27.392738","2536","2536","2536","","","","","",""
"547660","","","","","","","866.44293","866.44293","866.44293","1895","1895","1895"
"547964","64.91228","64.91228","64.91228","2537","2537","2537","","","","","",""
"548661","","","","","","","303.44827","303.44827","303.44827","1896","1896","1896"
"548965","16.27907","16.27907","16.27907","2553","2553","2553","","","","","",""
"549662","","","","","","","371.91013","371.91013","371.91013","1907","1907","1907"
"549966","23.239437","23.239437","23.239437","2554","2554","2554","","","","","",""
"550663","","","","","","","312.54126","312.54126","312.54126","1908","1908","1908"
"550967","170.62706","170.62706","170.62706","2555","2555","2555","","","","","",""
"551664","","","","","","","875.4386","875.4386","875.4386","1909","1909","1909"
"551968","49.006622","49.006622","49.006622","2556","2556","2556","","","","","",""
"552665","","","","","","","860.1329","860.1329","860.1329","1910","1910","1910"
"552969","75.675674","75.675674","75.675674","2572","2572","2572","","","","","",""
"553666","","","","","","","815.493","815.493","815.493","1921","1921","1921"
"553970","108.79121","108.79121","108.79121","2573","2573","2573","","","","","",""
"554667","","","","","","","569.967","569.967","569.967","1922","1922","1922"
"554971","0.67114097","0.67114097","0.67114097","2574","2574","2574","","","","","",""
"555668","","","","","","","323.84106","323.84106","323.84106","1923","1923","1923"
"555972","-25.373135","-25.373135","-25.373135","2575","2575","2575","","","","","",""
"556669","","","","","","","845.9459","845.9459","845.9459","1924","1924","1924"
"556973","69.49152","69.49152","69.49152","2576","2576","2576","","","","","",""
"557670","","","","","","","845.05493","845.05493","845.05493","1935","1935","1935"
"557974","42.39482","42.39482","42.39482","2592","2592","2592","","","","","",""
"558671","","","","","","","205.36913","205.36913","205.36913","1936","1936","1936"
"558975","148.22694","148.22694","148.22694","2593","2593","2593","","","","","",""
"559672","","","","","","","735.8209","735.8209","735.8209","1937","1937","1937"
"559976","58.844765","58.844765","58.844765","2594","2594","2594","","","","","",""
"560673","","","","","","","825.4237","825.4237","825.4237","1938","1938","1938"
"560977","105.882355","105.882355","105.882355","2595","2595","2595","","","","","",""
"561674","","","","","","","767.3139","767.3139","767.3139","1949","1949","1949"
"561978","6.1643834","6.1643834","6.1643834","2611","2611","2611","","","","","",""
"562675","","","","","","","318.43973","318.43973","318.43973","1950","1950","1950"
"562979","8.695652","8.695652","8.695652","2612","2612","2612","","","","","",""
"563676","","","","","","","546.2094","546.2094","546.2094","1951","1951","1951"
"563980","-42.760944","-42.760944","-42.760944","2613","2613","2613","","","","","",""
"564677","","","","","","","517.64703","517.64703","517.64703","1952","1952","1952"
"564981","27.946129","27.946129","27.946129","2614","2614","2614","","","","","",""
"565678","","","","","","","828.0822","828.0822","828.0822","1963","1963","1963"
"565982","63.04348","63.04348","63.04348","2630","2630","2630","","","","","",""
"566679","","","","","","","247.82608","247.82608","247.82608","1964","1964","1964"
"566983","-19.58042","-19.58042","-19.58042","2631","2631","2631","","","","","",""
"567680","","","","","","","64.98316","64.98316","64.98316","1965","1965","1965"
"567984","139.8754","139.8754","139.8754","2632","2632","2632","","","","","",""
"568681","","","","","","","48.148148","48.148148","48.148148","1966","1966","1966"
"568985","118.85522","118.85522","118.85522","2633","2633","2633","","","","","",""
"569682","","","","","","","436.23187","436.23187","436.23187","1977","1977","1977"
"569986","104.30108","104.30108","104.30108","2649","2649","2649","","","","","",""
"570683","","","","","","","637.76227","637.76227","637.76227","1978","1978","1978"
"570987","-15.750916","-15.750916","-15.750916","2650","2650","2650","","","","","",""
"571684","","","","","","","495.01556","495.01556","495.01556","1979","1979","1979"
"571988","29.139072","29.139072","29.139072","2651","2651","2651","","","","","",""
"572685","","","","","","","825.9259","825.9259","825.9259","1980","1980","1980"
"572989","211.64383","211.64383","211.64383","2652","2652","2652","","","","","",""
"573544","","","","","","","914.2","914.2","914.2","1991","1991","1991"
"573990","134.61539","134.61539","134.61539","2668","2668","2668","","","","","",""
"574545","","","","","","","852.381","852.381","852.381","1992","1992","1992"
"574991","117.898834","117.898834","117.898834","2669","2669","2669","","","","","",""
"575546","","","","","","","605.29803","605.29803","605.29803","1993","1993","1993"
"575992","212.5","212.5","212.5","2670","2670","2670","","","","","",""
