"Step","1779039473-grad-compression=accumulate-grads - charts/calculated_data_transfer_total_mb","1779039473-grad-compression=accumulate-grads - charts/calculated_data_transfer_total_mb__MIN","1779039473-grad-compression=accumulate-grads - charts/calculated_data_transfer_total_mb__MAX","1778997949-grad-compression=accumulate-grads - charts/calculated_data_transfer_total_mb","1778997949-grad-compression=accumulate-grads - charts/calculated_data_transfer_total_mb__MIN","1778997949-grad-compression=accumulate-grads - charts/calculated_data_transfer_total_mb__MAX","1778988573-grad-compression=none - charts/calculated_data_transfer_total_mb","1778988573-grad-compression=none - charts/calculated_data_transfer_total_mb__MIN","1778988573-grad-compression=none - charts/calculated_data_transfer_total_mb__MAX"
"114542","","","","625760.25","625760.25","625760.25","","",""
"114560","","","","625853.3","625853.3","625853.3","","",""
"114578","","","","625946.3","625946.3","625946.3","","",""
"114596","","","","626039.4","626039.4","626039.4","","",""
"114614","","","","626132.4","626132.4","626132.4","","",""
"114632","","","","626225.44","626225.44","626225.44","","",""
"114650","","","","626318.5","626318.5","626318.5","","",""
"114668","","","","626411.5","626411.5","626411.5","","",""
"114686","","","","626504.56","626504.56","626504.56","","",""
"114704","","","","626597.56","626597.56","626597.56","","",""
"114722","","","","626690.6","626690.6","626690.6","","",""
"114740","","","","626783.6","626783.6","626783.6","","",""
"114758","","","","626876.7","626876.7","626876.7","","",""
"114776","","","","626969.7","626969.7","626969.7","","",""
"114794","","","","627062.75","627062.75","627062.75","","",""
"114812","","","","627155.8","627155.8","627155.8","","",""
"114830","","","","627248.8","627248.8","627248.8","","",""
"114848","","","","627341.9","627341.9","627341.9","","",""
"114866","","","","627434.9","627434.9","627434.9","","",""
"114888","","","","627527.94","627527.94","627527.94","","",""
"114906","","","","627620.94","627620.94","627620.94","","",""
"114924","","","","627714","627714","627714","","",""
"114942","","","","627807","627807","627807","","",""
"114960","","","","627900.06","627900.06","627900.06","","",""
"114978","","","","627993.06","627993.06","627993.06","","",""
"114996","","","","628086.1","628086.1","628086.1","","",""
"115014","","","","628179.2","628179.2","628179.2","","",""
"115032","","","","628272.2","628272.2","628272.2","","",""
"115050","","","","628365.25","628365.25","628365.25","","",""
"115068","","","","628458.25","628458.25","628458.25","","",""
"115086","","","","628551.3","628551.3","628551.3","","",""
"115104","","","","628644.3","628644.3","628644.3","","",""
"115122","","","","628737.4","628737.4","628737.4","","",""
"115140","","","","628830.4","628830.4","628830.4","","",""
"115158","","","","628923.44","628923.44","628923.44","","",""
"115176","","","","629016.5","629016.5","629016.5","","",""
"115194","","","","629109.5","629109.5","629109.5","","",""
"115212","","","","629202.56","629202.56","629202.56","","",""
"115230","","","","629295.56","629295.56","629295.56","","",""
"115248","","","","629388.6","629388.6","629388.6","","",""
"115266","","","","629481.6","629481.6","629481.6","","",""
"115284","","","","629574.7","629574.7","629574.7","","",""
"115302","","","","629667.7","629667.7","629667.7","","",""
"115320","","","","629760.75","629760.75","629760.75","","",""
"115338","","","","629853.8","629853.8","629853.8","","",""
"115362","","","","629946.8","629946.8","629946.8","","",""
"115380","","","","630039.9","630039.9","630039.9","","",""
"115398","","","","630132.9","630132.9","630132.9","","",""
"115416","","","","630225.94","630225.94","630225.94","","",""
"115434","","","","630318.94","630318.94","630318.94","","",""
"115452","","","","630412","630412","630412","","",""
"115470","","","","630505","630505","630505","","",""
"115488","","","","630598.06","630598.06","630598.06","","",""
"115506","","","","630691.06","630691.06","630691.06","","",""
"115524","","","","630784.1","630784.1","630784.1","","",""
"115542","","","","630877.2","630877.2","630877.2","","",""
"115560","","","","630970.2","630970.2","630970.2","","",""
"115578","","","","631063.25","631063.25","631063.25","","",""
"115596","","","","631156.25","631156.25","631156.25","","",""
"115614","","","","631249.3","631249.3","631249.3","","",""
"115632","","","","631342.3","631342.3","631342.3","","",""
"115650","","","","631435.4","631435.4","631435.4","","",""
"115668","","","","631528.4","631528.4","631528.4","","",""
"115686","","","","631621.44","631621.44","631621.44","","",""
"115704","","","","631714.5","631714.5","631714.5","","",""
"115722","","","","631807.5","631807.5","631807.5","","",""
"115740","","","","631900.56","631900.56","631900.56","","",""
"115758","","","","631993.56","631993.56","631993.56","","",""
"115776","","","","632086.6","632086.6","632086.6","","",""
"115794","","","","632179.6","632179.6","632179.6","","",""
"115812","","","","632272.7","632272.7","632272.7","","",""
"115834","","","","632365.7","632365.7","632365.7","","",""
"115852","","","","632458.75","632458.75","632458.75","","",""
"115870","","","","632551.8","632551.8","632551.8","","",""
"115888","","","","632644.8","632644.8","632644.8","","",""
"115906","","","","632737.9","632737.9","632737.9","","",""
"115924","","","","632830.9","632830.9","632830.9","","",""
"115942","","","","632923.94","632923.94","632923.94","","",""
"115960","","","","633016.94","633016.94","633016.94","","",""
"115978","","","","633110","633110","633110","","",""
"115996","","","","633203","633203","633203","","",""
"116014","","","","633296.06","633296.06","633296.06","","",""
"116032","","","","633389.06","633389.06","633389.06","","",""
"116050","","","","633482.1","633482.1","633482.1","","",""
"116068","","","","633575.2","633575.2","633575.2","","",""
"116086","","","","633668.2","633668.2","633668.2","","",""
"116104","","","","633761.25","633761.25","633761.25","","",""
"116122","","","","633854.25","633854.25","633854.25","","",""
"116140","","","","633947.3","633947.3","633947.3","","",""
"116158","","","","634040.3","634040.3","634040.3","","",""
"116176","","","","634133.4","634133.4","634133.4","","",""
"116194","","","","634226.4","634226.4","634226.4","","",""
"116212","","","","634319.44","634319.44","634319.44","","",""
"116230","","","","634412.5","634412.5","634412.5","","",""
"116248","","","","634505.5","634505.5","634505.5","","",""
"116266","","","","634598.56","634598.56","634598.56","","",""
"116284","","","","634691.56","634691.56","634691.56","","",""
"116308","","","","634784.6","634784.6","634784.6","","",""
"116326","","","","634877.6","634877.6","634877.6","","",""
"116344","","","","634970.7","634970.7","634970.7","","",""
"116362","","","","635063.7","635063.7","635063.7","","",""
"116380","","","","635156.75","635156.75","635156.75","","",""
"116398","","","","635249.75","635249.75","635249.75","","",""
"116416","","","","635342.8","635342.8","635342.8","","",""
"116434","","","","635435.9","635435.9","635435.9","","",""
"116452","","","","635528.9","635528.9","635528.9","","",""
"116470","","","","635621.94","635621.94","635621.94","","",""
"116488","","","","635714.94","635714.94","635714.94","","",""
"116506","","","","635808","635808","635808","","",""
"116524","","","","635901","635901","635901","","",""
"116542","","","","635994.06","635994.06","635994.06","","",""
"116560","","","","636087.06","636087.06","636087.06","","",""
"116578","","","","636180.1","636180.1","636180.1","","",""
"116596","","","","636273.2","636273.2","636273.2","","",""
"116614","","","","636366.2","636366.2","636366.2","","",""
"116632","","","","636459.25","636459.25","636459.25","","",""
"116650","","","","636552.25","636552.25","636552.25","","",""
"116668","","","","636645.3","636645.3","636645.3","","",""
"116686","","","","636738.3","636738.3","636738.3","","",""
"116704","","","","636831.4","636831.4","636831.4","","",""
"116722","","","","636924.4","636924.4","636924.4","","",""
"116740","","","","637017.44","637017.44","637017.44","","",""
"116758","","","","637110.5","637110.5","637110.5","","",""
"116782","","","","637203.5","637203.5","637203.5","","",""
"116800","","","","637296.56","637296.56","637296.56","","",""
"116818","","","","637389.56","637389.56","637389.56","","",""
"116836","","","","637482.6","637482.6","637482.6","","",""
"116854","","","","637575.6","637575.6","637575.6","","",""
"116872","","","","637668.7","637668.7","637668.7","","",""
"116890","","","","637761.7","637761.7","637761.7","","",""
"116908","","","","637854.75","637854.75","637854.75","","",""
"116926","","","","637947.75","637947.75","637947.75","","",""
"116944","","","","638040.8","638040.8","638040.8","","",""
"116962","","","","638133.9","638133.9","638133.9","","",""
"116980","","","","638226.9","638226.9","638226.9","","",""
"116998","","","","638319.94","638319.94","638319.94","","",""
"117016","","","","638412.94","638412.94","638412.94","","",""
"117034","","","","638506","638506","638506","","",""
"117052","","","","638599","638599","638599","","",""
"117070","","","","638692.06","638692.06","638692.06","","",""
"117088","","","","638785.06","638785.06","638785.06","","",""
"117106","","","","638878.1","638878.1","638878.1","","",""
"117124","","","","638971.2","638971.2","638971.2","","",""
"117142","","","","639064.2","639064.2","639064.2","","",""
"117160","","","","639157.25","639157.25","639157.25","","",""
"117178","","","","639250.25","639250.25","639250.25","","",""
"117196","","","","639343.3","639343.3","639343.3","","",""
"117214","","","","639436.3","639436.3","639436.3","","",""
"117232","","","","639529.4","639529.4","639529.4","","",""
"117255","","","","639622.4","639622.4","639622.4","","",""
"117273","","","","639715.44","639715.44","639715.44","","",""
"117291","","","","639808.5","639808.5","639808.5","","",""
"117309","","","","639901.5","639901.5","639901.5","","",""
"117327","","","","639994.56","639994.56","639994.56","","",""
"117345","","","","640087.56","640087.56","640087.56","","",""
"117363","","","","640180.6","640180.6","640180.6","","",""
"117381","","","","640273.6","640273.6","640273.6","","",""
"117399","","","","640366.7","640366.7","640366.7","","",""
"117417","","","","640459.7","640459.7","640459.7","","",""
"117435","","","","640552.75","640552.75","640552.75","","",""
"117453","","","","640645.75","640645.75","640645.75","","",""
"117471","","","","640738.8","640738.8","640738.8","","",""
"117489","","","","640831.9","640831.9","640831.9","","",""
"117507","","","","640924.9","640924.9","640924.9","","",""
"117525","","","","641017.94","641017.94","641017.94","","",""
"117543","","","","641110.94","641110.94","641110.94","","",""
"117561","","","","641204","641204","641204","","",""
"117579","","","","641297","641297","641297","","",""
"117597","","","","641390.06","641390.06","641390.06","","",""
"117615","","","","641483.06","641483.06","641483.06","","",""
"117633","","","","641576.1","641576.1","641576.1","","",""
"117651","","","","641669.2","641669.2","641669.2","","",""
"117669","","","","641762.2","641762.2","641762.2","","",""
"117687","","","","641855.25","641855.25","641855.25","","",""
"117705","","","","641948.25","641948.25","641948.25","","",""
"117728","","","","642041.3","642041.3","642041.3","","",""
"117746","","","","642134.3","642134.3","642134.3","","",""
"117764","","","","642227.4","642227.4","642227.4","","",""
"117782","","","","642320.4","642320.4","642320.4","","",""
"117800","","","","642413.44","642413.44","642413.44","","",""
"117818","","","","642506.44","642506.44","642506.44","","",""
"117836","","","","642599.5","642599.5","642599.5","","",""
"117854","","","","642692.56","642692.56","642692.56","","",""
"117872","","","","642785.56","642785.56","642785.56","","",""
"117890","","","","642878.6","642878.6","642878.6","","",""
"117908","","","","642971.6","642971.6","642971.6","","",""
"117926","","","","643064.7","643064.7","643064.7","","",""
"117944","","","","643157.7","643157.7","643157.7","","",""
"117962","","","","643250.75","643250.75","643250.75","","",""
"117980","","","","643343.75","643343.75","643343.75","","",""
"117998","","","","643436.8","643436.8","643436.8","","",""
"118016","","","","643529.9","643529.9","643529.9","","",""
"118034","","","","643622.9","643622.9","643622.9","","",""
"118052","","","","643715.94","643715.94","643715.94","","",""
"118070","","","","643808.94","643808.94","643808.94","","",""
"118088","","","","643902","643902","643902","","",""
"118106","","","","643995","643995","643995","","",""
"118124","","","","644088.06","644088.06","644088.06","","",""
"118142","","","","644181.06","644181.06","644181.06","","",""
"118160","","","","644274.1","644274.1","644274.1","","",""
"118178","","","","644367.2","644367.2","644367.2","","",""
"118201","","","","644460.2","644460.2","644460.2","","",""
"118219","","","","644553.25","644553.25","644553.25","","",""
"118237","","","","644646.25","644646.25","644646.25","","",""
"118255","","","","644739.3","644739.3","644739.3","","",""
"118273","","","","644832.3","644832.3","644832.3","","",""
"118291","","","","644925.4","644925.4","644925.4","","",""
"118309","","","","645018.4","645018.4","645018.4","","",""
"118327","","","","645111.44","645111.44","645111.44","","",""
"118345","","","","645204.44","645204.44","645204.44","","",""
"118363","","","","645297.5","645297.5","645297.5","","",""
"118381","","","","645390.56","645390.56","645390.56","","",""
"118399","","","","645483.56","645483.56","645483.56","","",""
"118417","","","","645576.6","645576.6","645576.6","","",""
"118435","","","","645669.6","645669.6","645669.6","","",""
"118453","","","","645762.7","645762.7","645762.7","","",""
"118471","","","","645855.7","645855.7","645855.7","","",""
"118489","","","","645948.75","645948.75","645948.75","","",""
"118507","","","","646041.75","646041.75","646041.75","","",""
"118525","","","","646134.8","646134.8","646134.8","","",""
