"Step","1779039473-grad-compression=accumulate-grads - charts/calculated_data_transfer_total_mb","1779039473-grad-compression=accumulate-grads - charts/calculated_data_transfer_total_mb__MIN","1779039473-grad-compression=accumulate-grads - charts/calculated_data_transfer_total_mb__MAX","1778997949-grad-compression=accumulate-grads - charts/calculated_data_transfer_total_mb","1778997949-grad-compression=accumulate-grads - charts/calculated_data_transfer_total_mb__MIN","1778997949-grad-compression=accumulate-grads - charts/calculated_data_transfer_total_mb__MAX","1778988573-grad-compression=none - charts/calculated_data_transfer_total_mb","1778988573-grad-compression=none - charts/calculated_data_transfer_total_mb__MIN","1778988573-grad-compression=none - charts/calculated_data_transfer_total_mb__MAX"
"56885","","","","","","","729970.3","729970.3","729970.3"
"56894","","","","332236.56","332236.56","332236.56","","",""
"56896","","","","","","","730114.56","730114.56","730114.56"
"56897","332143.53","332143.53","332143.53","","","","","",""
"56907","","","","","","","730258.8","730258.8","730258.8"
"56915","332236.56","332236.56","332236.56","","","","","",""
"56918","","","","332329.6","332329.6","332329.6","730403","730403","730403"
"56929","","","","","","","730547.25","730547.25","730547.25"
"56936","","","","332422.62","332422.62","332422.62","","",""
"56940","","","","","","","730691.5","730691.5","730691.5"
"56941","332329.6","332329.6","332329.6","","","","","",""
"56951","","","","","","","730835.75","730835.75","730835.75"
"56954","","","","332515.66","332515.66","332515.66","","",""
"56959","332422.62","332422.62","332422.62","","","","","",""
"56962","","","","","","","730979.94","730979.94","730979.94"
"56972","","","","332608.7","332608.7","332608.7","","",""
"56973","","","","","","","731124.2","731124.2","731124.2"
"56977","332515.66","332515.66","332515.66","","","","","",""
"56984","","","","","","","731268.44","731268.44","731268.44"
"56990","","","","332701.72","332701.72","332701.72","","",""
"56995","332608.7","332608.7","332608.7","","","","731412.7","731412.7","731412.7"
"57008","","","","332794.75","332794.75","332794.75","","",""
"57012","","","","","","","731556.9","731556.9","731556.9"
"57013","332701.72","332701.72","332701.72","","","","","",""
"57023","","","","","","","731701.1","731701.1","731701.1"
"57026","","","","332887.78","332887.78","332887.78","","",""
"57031","332794.75","332794.75","332794.75","","","","","",""
"57034","","","","","","","731845.4","731845.4","731845.4"
"57044","","","","332980.84","332980.84","332980.84","","",""
"57045","","","","","","","731989.6","731989.6","731989.6"
"57049","332887.78","332887.78","332887.78","","","","","",""
"57056","","","","","","","732133.8","732133.8","732133.8"
"57062","","","","333073.88","333073.88","333073.88","","",""
"57067","332980.84","332980.84","332980.84","","","","732278.06","732278.06","732278.06"
"57078","","","","","","","732422.3","732422.3","732422.3"
"57080","","","","333166.9","333166.9","333166.9","","",""
"57085","333073.88","333073.88","333073.88","","","","","",""
"57089","","","","","","","732566.56","732566.56","732566.56"
"57098","","","","333259.94","333259.94","333259.94","","",""
"57100","","","","","","","732710.75","732710.75","732710.75"
"57103","333166.9","333166.9","333166.9","","","","","",""
"57111","","","","","","","732855","732855","732855"
"57116","","","","333352.97","333352.97","333352.97","","",""
"57121","333259.94","333259.94","333259.94","","","","","",""
"57122","","","","","","","732999.25","732999.25","732999.25"
"57133","","","","","","","733143.5","733143.5","733143.5"
"57134","","","","333446","333446","333446","","",""
"57139","333352.97","333352.97","333352.97","","","","","",""
"57144","","","","","","","733287.7","733287.7","733287.7"
"57152","","","","333539.03","333539.03","333539.03","","",""
"57155","","","","","","","733431.94","733431.94","733431.94"
"57157","333446","333446","333446","","","","","",""
"57166","","","","","","","733576.2","733576.2","733576.2"
"57170","","","","333632.06","333632.06","333632.06","","",""
"57175","333539.03","333539.03","333539.03","","","","","",""
"57177","","","","","","","733720.44","733720.44","733720.44"
"57188","","","","333725.1","333725.1","333725.1","733864.6","733864.6","733864.6"
"57193","333632.06","333632.06","333632.06","","","","","",""
"57199","","","","","","","734008.9","734008.9","734008.9"
"57206","","","","333818.12","333818.12","333818.12","","",""
"57210","","","","","","","734153.1","734153.1","734153.1"
"57211","333725.1","333725.1","333725.1","","","","","",""
"57221","","","","","","","734297.4","734297.4","734297.4"
"57224","","","","333911.2","333911.2","333911.2","","",""
"57229","333818.12","333818.12","333818.12","","","","","",""
"57232","","","","","","","734441.56","734441.56","734441.56"
"57242","","","","334004.22","334004.22","334004.22","","",""
"57243","","","","","","","734585.8","734585.8","734585.8"
"57247","333911.2","333911.2","333911.2","","","","","",""
"57254","","","","","","","734730.06","734730.06","734730.06"
"57260","","","","334097.25","334097.25","334097.25","","",""
"57265","334004.22","334004.22","334004.22","","","","734874.3","734874.3","734874.3"
"57276","","","","","","","735018.5","735018.5","735018.5"
"57278","","","","334190.28","334190.28","334190.28","","",""
"57283","334097.25","334097.25","334097.25","","","","","",""
"57287","","","","","","","735162.75","735162.75","735162.75"
"57296","","","","334283.3","334283.3","334283.3","","",""
"57301","334190.28","334190.28","334190.28","","","","735307","735307","735307"
"57312","","","","","","","735451.25","735451.25","735451.25"
"57314","","","","334376.34","334376.34","334376.34","","",""
"57319","334283.3","334283.3","334283.3","","","","","",""
"57323","","","","","","","735595.44","735595.44","735595.44"
"57332","","","","334469.38","334469.38","334469.38","","",""
"57334","","","","","","","735739.7","735739.7","735739.7"
"57337","334376.34","334376.34","334376.34","","","","","",""
"57345","","","","","","","735883.94","735883.94","735883.94"
"57350","","","","334562.4","334562.4","334562.4","","",""
"57355","334469.38","334469.38","334469.38","","","","","",""
"57356","","","","","","","736028.2","736028.2","736028.2"
"57367","","","","","","","736172.4","736172.4","736172.4"
"57368","","","","334655.44","334655.44","334655.44","","",""
"57373","334562.4","334562.4","334562.4","","","","","",""
"57378","","","","","","","736316.6","736316.6","736316.6"
"57389","","","","","","","736460.9","736460.9","736460.9"
"57391","334655.44","334655.44","334655.44","","","","","",""
"57392","","","","334748.47","334748.47","334748.47","","",""
"57400","","","","","","","736605.1","736605.1","736605.1"
"57410","","","","334841.53","334841.53","334841.53","","",""
"57411","","","","","","","736749.3","736749.3","736749.3"
"57417","334748.47","334748.47","334748.47","","","","","",""
"57422","","","","","","","736893.56","736893.56","736893.56"
"57428","","","","334934.56","334934.56","334934.56","","",""
"57433","","","","","","","737037.8","737037.8","737037.8"
"57435","334841.53","334841.53","334841.53","","","","","",""
"57444","","","","","","","737182.06","737182.06","737182.06"
"57446","","","","335027.6","335027.6","335027.6","","",""
"57453","334934.56","334934.56","334934.56","","","","","",""
"57455","","","","","","","737326.25","737326.25","737326.25"
"57464","","","","335120.62","335120.62","335120.62","","",""
"57466","","","","","","","737470.5","737470.5","737470.5"
"57471","335027.6","335027.6","335027.6","","","","","",""
"57477","","","","","","","737614.75","737614.75","737614.75"
"57482","","","","335213.66","335213.66","335213.66","","",""
"57488","","","","","","","737759","737759","737759"
"57489","335120.62","335120.62","335120.62","","","","","",""
"57499","","","","","","","737903.2","737903.2","737903.2"
"57500","","","","335306.7","335306.7","335306.7","","",""
"57507","335213.66","335213.66","335213.66","","","","","",""
"57510","","","","","","","738047.44","738047.44","738047.44"
"57518","","","","335399.72","335399.72","335399.72","","",""
"57521","","","","","","","738191.7","738191.7","738191.7"
"57525","335306.7","335306.7","335306.7","","","","","",""
"57532","","","","","","","738335.94","738335.94","738335.94"
"57536","","","","335492.75","335492.75","335492.75","","",""
"57543","335399.72","335399.72","335399.72","","","","738480.1","738480.1","738480.1"
"57554","","","","335585.78","335585.78","335585.78","738624.4","738624.4","738624.4"
"57561","335492.75","335492.75","335492.75","","","","","",""
"57565","","","","","","","738768.6","738768.6","738768.6"
"57572","","","","335678.8","335678.8","335678.8","","",""
"57576","","","","","","","738912.9","738912.9","738912.9"
"57579","335585.78","335585.78","335585.78","","","","","",""
"57590","","","","335771.88","335771.88","335771.88","","",""
"57592","","","","","","","739057.1","739057.1","739057.1"
"57597","335678.8","335678.8","335678.8","","","","","",""
"57603","","","","","","","739201.3","739201.3","739201.3"
"57608","","","","335864.9","335864.9","335864.9","","",""
"57614","","","","","","","739345.56","739345.56","739345.56"
"57615","335771.88","335771.88","335771.88","","","","","",""
"57625","","","","","","","739489.8","739489.8","739489.8"
"57626","","","","335957.94","335957.94","335957.94","","",""
"57633","335864.9","335864.9","335864.9","","","","","",""
"57636","","","","","","","739634.06","739634.06","739634.06"
"57644","","","","336050.97","336050.97","336050.97","","",""
"57647","","","","","","","739778.25","739778.25","739778.25"
"57651","335957.94","335957.94","335957.94","","","","","",""
"57658","","","","","","","739922.5","739922.5","739922.5"
"57662","","","","336144","336144","336144","","",""
"57669","336050.97","336050.97","336050.97","","","","740066.75","740066.75","740066.75"
"57680","","","","336237.03","336237.03","336237.03","740211","740211","740211"
"57687","336144","336144","336144","","","","","",""
"57691","","","","","","","740355.2","740355.2","740355.2"
"57698","","","","336330.06","336330.06","336330.06","","",""
"57702","","","","","","","740499.44","740499.44","740499.44"
"57705","336237.03","336237.03","336237.03","","","","","",""
"57713","","","","","","","740643.7","740643.7","740643.7"
"57716","","","","336423.1","336423.1","336423.1","","",""
"57723","336330.06","336330.06","336330.06","","","","","",""
"57724","","","","","","","740787.94","740787.94","740787.94"
"57734","","","","336516.12","336516.12","336516.12","","",""
"57735","","","","","","","740932.1","740932.1","740932.1"
"57741","336423.1","336423.1","336423.1","","","","","",""
"57746","","","","","","","741076.4","741076.4","741076.4"
"57752","","","","336609.2","336609.2","336609.2","","",""
"57757","","","","","","","741220.6","741220.6","741220.6"
"57759","336516.12","336516.12","336516.12","","","","","",""
"57768","","","","","","","741364.9","741364.9","741364.9"
"57770","","","","336702.22","336702.22","336702.22","","",""
"57777","336609.2","336609.2","336609.2","","","","","",""
"57779","","","","","","","741509.06","741509.06","741509.06"
"57788","","","","336795.25","336795.25","336795.25","","",""
"57790","","","","","","","741653.3","741653.3","741653.3"
"57795","336702.22","336702.22","336702.22","","","","","",""
"57801","","","","","","","741797.56","741797.56","741797.56"
"57806","","","","336888.28","336888.28","336888.28","","",""
"57812","","","","","","","741941.8","741941.8","741941.8"
"57813","336795.25","336795.25","336795.25","","","","","",""
"57823","","","","","","","742086","742086","742086"
"57824","","","","336981.3","336981.3","336981.3","","",""
"57831","336888.28","336888.28","336888.28","","","","","",""
"57834","","","","","","","742230.25","742230.25","742230.25"
"57842","","","","337074.34","337074.34","337074.34","","",""
"57845","","","","","","","742374.5","742374.5","742374.5"
"57849","336981.3","336981.3","336981.3","","","","","",""
"57856","","","","","","","742518.75","742518.75","742518.75"
"57865","","","","337167.38","337167.38","337167.38","","",""
"57867","337074.34","337074.34","337074.34","","","","742662.94","742662.94","742662.94"
"57883","","","","337260.4","337260.4","337260.4","742807.2","742807.2","742807.2"
"57893","337167.38","337167.38","337167.38","","","","","",""
"57894","","","","","","","742951.44","742951.44","742951.44"
"57901","","","","337353.44","337353.44","337353.44","","",""
"57905","","","","","","","743095.7","743095.7","743095.7"
"57911","337260.4","337260.4","337260.4","","","","","",""
"57916","","","","","","","743239.9","743239.9","743239.9"
"57919","","","","337446.47","337446.47","337446.47","","",""
"57927","","","","","","","743384.1","743384.1","743384.1"
"57929","337353.44","337353.44","337353.44","","","","","",""
"57937","","","","337539.53","337539.53","337539.53","","",""
"57938","","","","","","","743528.4","743528.4","743528.4"
"57947","337446.47","337446.47","337446.47","","","","","",""
"57949","","","","","","","743672.6","743672.6","743672.6"
"57955","","","","337632.56","337632.56","337632.56","","",""
"57960","","","","","","","743816.8","743816.8","743816.8"
"57965","337539.53","337539.53","337539.53","","","","","",""
"57971","","","","","","","743961.06","743961.06","743961.06"
"57973","","","","337725.6","337725.6","337725.6","","",""
"57982","","","","","","","744105.3","744105.3","744105.3"
"57983","337632.56","337632.56","337632.56","","","","","",""
"57991","","","","337818.62","337818.62","337818.62","","",""
"57993","","","","","","","744249.56","744249.56","744249.56"
"58001","337725.6","337725.6","337725.6","","","","","",""
"58004","","","","","","","744393.75","744393.75","744393.75"
"58009","","","","337911.66","337911.66","337911.66","","",""
"58015","","","","","","","744538","744538","744538"
"58019","337818.62","337818.62","337818.62","","","","","",""
"58026","","","","","","","744682.25","744682.25","744682.25"
"58027","","","","338004.7","338004.7","338004.7","","",""
"58037","337911.66","337911.66","337911.66","","","","744826.5","744826.5","744826.5"
"58045","","","","338097.72","338097.72","338097.72","","",""
"58048","","","","","","","744970.7","744970.7","744970.7"
"58055","338004.7","338004.7","338004.7","","","","","",""
"58059","","","","","","","745114.94","745114.94","745114.94"
"58063","","","","338190.75","338190.75","338190.75","","",""
"58070","","","","","","","745259.2","745259.2","745259.2"
"58073","338097.72","338097.72","338097.72","","","","","",""
"58081","","","","338283.78","338283.78","338283.78","745403.44","745403.44","745403.44"
"58091","338190.75","338190.75","338190.75","","","","","",""
"58092","","","","","","","745547.6","745547.6","745547.6"
"58099","","","","338376.8","338376.8","338376.8","","",""
"58103","","","","","","","745691.9","745691.9","745691.9"
"58109","338283.78","338283.78","338283.78","","","","","",""
"58114","","","","","","","745836.1","745836.1","745836.1"
"58117","","","","338469.88","338469.88","338469.88","","",""
"58125","","","","","","","745980.4","745980.4","745980.4"
"58127","338376.8","338376.8","338376.8","","","","","",""
"58135","","","","338562.9","338562.9","338562.9","","",""
"58136","","","","","","","746124.56","746124.56","746124.56"
"58145","338469.88","338469.88","338469.88","","","","","",""
"58147","","","","","","","746268.8","746268.8","746268.8"
"58153","","","","338655.94","338655.94","338655.94","","",""
"58158","","","","","","","746413.06","746413.06","746413.06"
"58163","338562.9","338562.9","338562.9","","","","","",""
"58171","","","","338748.97","338748.97","338748.97","","",""
"58173","","","","","","","746557.3","746557.3","746557.3"
"58181","338655.94","338655.94","338655.94","","","","","",""
"58184","","","","","","","746701.5","746701.5","746701.5"
"58189","","","","338842","338842","338842","","",""
"58195","","","","","","","746845.75","746845.75","746845.75"
"58199","338748.97","338748.97","338748.97","","","","","",""
"58206","","","","","","","746990","746990","746990"
"58207","","","","338935.03","338935.03","338935.03","","",""
"58217","338842","338842","338842","","","","747134.25","747134.25","747134.25"
"58225","","","","339028.06","339028.06","339028.06","","",""
"58228","","","","","","","747278.44","747278.44","747278.44"
"58235","338935.03","338935.03","338935.03","","","","","",""
"58239","","","","","","","747422.7","747422.7","747422.7"
"58243","","","","339121.1","339121.1","339121.1","","",""
"58250","","","","","","","747566.94","747566.94","747566.94"
"58253","339028.06","339028.06","339028.06","","","","","",""
"58261","","","","339214.12","339214.12","339214.12","747711.2","747711.2","747711.2"
"58271","339121.1","339121.1","339121.1","","","","","",""
"58272","","","","","","","747855.4","747855.4","747855.4"
"58279","","","","339307.16","339307.16","339307.16","","",""
"58283","","","","","","","747999.6","747999.6","747999.6"
"58289","339214.12","339214.12","339214.12","","","","","",""
"58294","","","","","","","748143.9","748143.9","748143.9"
"58297","","","","339400.22","339400.22","339400.22","","",""
"58305","","","","","","","748288.1","748288.1","748288.1"
"58307","339307.16","339307.16","339307.16","","","","","",""
"58315","","","","339493.25","339493.25","339493.25","","",""
"58316","","","","","","","748432.3","748432.3","748432.3"
"58325","339400.22","339400.22","339400.22","","","","","",""
"58327","","","","","","","748576.56","748576.56","748576.56"
"58338","","","","","","","748720.8","748720.8","748720.8"
"58339","","","","339586.28","339586.28","339586.28","","",""
"58343","339493.25","339493.25","339493.25","","","","","",""
"58349","","","","","","","748865.06","748865.06","748865.06"
"58357","","","","339679.3","339679.3","339679.3","","",""
"58360","","","","","","","749009.25","749009.25","749009.25"
"58369","339586.28","339586.28","339586.28","","","","","",""
"58371","","","","","","","749153.5","749153.5","749153.5"
"58375","","","","339772.34","339772.34","339772.34","","",""
"58382","","","","","","","749297.75","749297.75","749297.75"
"58387","339679.3","339679.3","339679.3","","","","","",""
"58393","","","","339865.38","339865.38","339865.38","749442","749442","749442"
"58404","","","","","","","749586.2","749586.2","749586.2"
"58405","339772.34","339772.34","339772.34","","","","","",""
"58411","","","","339958.4","339958.4","339958.4","","",""
"58415","","","","","","","749730.44","749730.44","749730.44"
"58423","339865.38","339865.38","339865.38","","","","","",""
"58426","","","","","","","749874.7","749874.7","749874.7"
"58429","","","","340051.44","340051.44","340051.44","","",""
"58437","","","","","","","750018.94","750018.94","750018.94"
"58441","339958.4","339958.4","339958.4","","","","","",""
"58447","","","","340144.47","340144.47","340144.47","","",""
"58448","","","","","","","750163.1","750163.1","750163.1"
"58459","340051.44","340051.44","340051.44","","","","","",""
"58463","","","","","","","750307.4","750307.4","750307.4"
"58465","","","","340237.53","340237.53","340237.53","","",""
"58474","","","","","","","750451.6","750451.6","750451.6"
"58477","340144.47","340144.47","340144.47","","","","","",""
"58483","","","","340330.56","340330.56","340330.56","","",""
"58485","","","","","","","750595.9","750595.9","750595.9"
"58495","340237.53","340237.53","340237.53","","","","","",""
"58496","","","","","","","750740.06","750740.06","750740.06"
"58501","","","","340423.6","340423.6","340423.6","","",""
"58507","","","","","","","750884.3","750884.3","750884.3"
"58513","340330.56","340330.56","340330.56","","","","","",""
"58518","","","","","","","751028.56","751028.56","751028.56"
"58519","","","","340516.62","340516.62","340516.62","","",""
"58529","","","","","","","751172.8","751172.8","751172.8"
"58531","340423.6","340423.6","340423.6","","","","","",""
"58537","","","","340609.66","340609.66","340609.66","","",""
"58540","","","","","","","751317","751317","751317"
"58549","340516.62","340516.62","340516.62","","","","","",""
"58551","","","","","","","751461.25","751461.25","751461.25"
"58555","","","","340702.7","340702.7","340702.7","","",""
"58562","","","","","","","751605.5","751605.5","751605.5"
"58567","340609.66","340609.66","340609.66","","","","","",""
"58573","","","","340795.72","340795.72","340795.72","751749.75","751749.75","751749.75"
"58584","","","","","","","751893.94","751893.94","751893.94"
"58585","340702.7","340702.7","340702.7","","","","","",""
"58591","","","","340888.75","340888.75","340888.75","","",""
"58595","","","","","","","752038.2","752038.2","752038.2"
"58603","340795.72","340795.72","340795.72","","","","","",""
"58606","","","","","","","752182.44","752182.44","752182.44"
"58609","","","","340981.78","340981.78","340981.78","","",""
"58617","","","","","","","752326.7","752326.7","752326.7"
"58621","340888.75","340888.75","340888.75","","","","","",""
"58627","","","","341074.8","341074.8","341074.8","","",""
"58628","","","","","","","752470.9","752470.9","752470.9"
"58639","340981.78","340981.78","340981.78","","","","752615.1","752615.1","752615.1"
"58645","","","","341167.88","341167.88","341167.88","","",""
"58650","","","","","","","752759.4","752759.4","752759.4"
"58657","341074.8","341074.8","341074.8","","","","","",""
"58661","","","","","","","752903.6","752903.6","752903.6"
"58663","","","","341260.9","341260.9","341260.9","","",""
"58672","","","","","","","753047.8","753047.8","753047.8"
"58675","341167.88","341167.88","341167.88","","","","","",""
"58681","","","","341353.94","341353.94","341353.94","","",""
"58683","","","","","","","753192.06","753192.06","753192.06"
"58693","341260.9","341260.9","341260.9","","","","","",""
"58694","","","","","","","753336.3","753336.3","753336.3"
"58699","","","","341446.97","341446.97","341446.97","","",""
"58705","","","","","","","753480.56","753480.56","753480.56"
"58711","341353.94","341353.94","341353.94","","","","","",""
"58716","","","","","","","753624.75","753624.75","753624.75"
"58717","","","","341540","341540","341540","","",""
"58727","","","","","","","753769","753769","753769"
"58729","341446.97","341446.97","341446.97","","","","","",""
"58735","","","","341633.03","341633.03","341633.03","","",""
"58738","","","","","","","753913.25","753913.25","753913.25"
"58747","341540","341540","341540","","","","","",""
"58753","","","","341726.06","341726.06","341726.06","","",""
"58754","","","","","","","754057.5","754057.5","754057.5"
"58765","341633.03","341633.03","341633.03","","","","754201.7","754201.7","754201.7"
"58771","","","","341819.1","341819.1","341819.1","","",""
"58776","","","","","","","754345.94","754345.94","754345.94"
"58783","341726.06","341726.06","341726.06","","","","","",""
"58787","","","","","","","754490.2","754490.2","754490.2"
"58789","","","","341912.12","341912.12","341912.12","","",""
"58798","","","","","","","754634.44","754634.44","754634.44"
"58801","341819.1","341819.1","341819.1","","","","","",""
"58809","","","","","","","754778.6","754778.6","754778.6"
"58813","","","","342005.16","342005.16","342005.16","","",""
"58819","341912.12","341912.12","341912.12","","","","","",""
"58820","","","","","","","754922.9","754922.9","754922.9"
"58831","","","","342098.22","342098.22","342098.22","755067.1","755067.1","755067.1"
"58842","","","","","","","755211.4","755211.4","755211.4"
"58845","342005.16","342005.16","342005.16","","","","","",""
"58849","","","","342191.25","342191.25","342191.25","","",""
"58853","","","","","","","755355.56","755355.56","755355.56"
"58863","342098.22","342098.22","342098.22","","","","","",""
"58864","","","","","","","755499.8","755499.8","755499.8"
"58867","","","","342284.28","342284.28","342284.28","","",""
"58875","","","","","","","755644.06","755644.06","755644.06"
"58881","342191.25","342191.25","342191.25","","","","","",""
"58885","","","","342377.3","342377.3","342377.3","","",""
"58886","","","","","","","755788.3","755788.3","755788.3"
"58897","","","","","","","755932.5","755932.5","755932.5"
"58899","342284.28","342284.28","342284.28","","","","","",""
"58903","","","","342470.34","342470.34","342470.34","","",""
"58908","","","","","","","756076.75","756076.75","756076.75"
"58917","342377.3","342377.3","342377.3","","","","","",""
"58919","","","","","","","756221","756221","756221"
"58921","","","","342563.38","342563.38","342563.38","","",""
"58930","","","","","","","756365.25","756365.25","756365.25"
"58935","342470.34","342470.34","342470.34","","","","","",""
"58939","","","","342656.4","342656.4","342656.4","","",""
"58941","","","","","","","756509.44","756509.44","756509.44"
"58952","","","","","","","756653.7","756653.7","756653.7"
"58953","342563.38","342563.38","342563.38","","","","","",""
"58957","","","","342749.44","342749.44","342749.44","","",""
"58963","","","","","","","756797.94","756797.94","756797.94"
"58971","342656.4","342656.4","342656.4","","","","","",""
"58974","","","","","","","756942.2","756942.2","756942.2"
"58975","","","","342842.47","342842.47","342842.47","","",""
"58985","","","","","","","757086.4","757086.4","757086.4"
"58989","342749.44","342749.44","342749.44","","","","","",""
"58993","","","","342935.5","342935.5","342935.5","","",""
"58996","","","","","","","757230.6","757230.6","757230.6"
"59007","342842.47","342842.47","342842.47","","","","757374.9","757374.9","757374.9"
"59011","","","","343028.56","343028.56","343028.56","","",""
"59018","","","","","","","757519.1","757519.1","757519.1"
"59025","342935.5","342935.5","342935.5","","","","","",""
"59029","","","","343121.6","343121.6","343121.6","757663.3","757663.3","757663.3"
"59043","343028.56","343028.56","343028.56","","","","","",""
"59044","","","","","","","757807.56","757807.56","757807.56"
"59047","","","","343214.62","343214.62","343214.62","","",""
"59055","","","","","","","757951.8","757951.8","757951.8"
"59061","343121.6","343121.6","343121.6","","","","","",""
"59065","","","","343307.66","343307.66","343307.66","","",""
"59066","","","","","","","758096.06","758096.06","758096.06"
"59077","","","","","","","758240.25","758240.25","758240.25"
"59079","343214.62","343214.62","343214.62","","","","","",""
"59083","","","","343400.7","343400.7","343400.7","","",""
"59088","","","","","","","758384.5","758384.5","758384.5"
"59097","343307.66","343307.66","343307.66","","","","","",""
"59099","","","","","","","758528.75","758528.75","758528.75"
"59101","","","","343493.72","343493.72","343493.72","","",""
"59110","","","","","","","758673","758673","758673"
"59115","343400.7","343400.7","343400.7","","","","","",""
"59119","","","","343586.75","343586.75","343586.75","","",""
"59121","","","","","","","758817.2","758817.2","758817.2"
"59132","","","","","","","758961.44","758961.44","758961.44"
"59133","343493.72","343493.72","343493.72","","","","","",""
"59137","","","","343679.78","343679.78","343679.78","","",""
"59143","","","","","","","759105.7","759105.7","759105.7"
"59151","343586.75","343586.75","343586.75","","","","","",""
"59154","","","","","","","759249.94","759249.94","759249.94"
"59155","","","","343772.8","343772.8","343772.8","","",""
"59165","","","","","","","759394.1","759394.1","759394.1"
"59169","343679.78","343679.78","343679.78","","","","","",""
"59173","","","","343865.88","343865.88","343865.88","","",""
"59176","","","","","","","759538.4","759538.4","759538.4"
"59187","343772.8","343772.8","343772.8","","","","759682.6","759682.6","759682.6"
"59191","","","","343958.9","343958.9","343958.9","","",""
"59198","","","","","","","759826.9","759826.9","759826.9"
"59205","343865.88","343865.88","343865.88","","","","","",""
"59209","","","","344051.94","344051.94","344051.94","759971.06","759971.06","759971.06"
"59220","","","","","","","760115.3","760115.3","760115.3"
"59223","343958.9","343958.9","343958.9","","","","","",""
"59227","","","","344144.97","344144.97","344144.97","","",""
"59231","","","","","","","760259.56","760259.56","760259.56"
"59241","344051.94","344051.94","344051.94","","","","","",""
"59242","","","","","","","760403.8","760403.8","760403.8"
"59245","","","","344238","344238","344238","","",""
"59253","","","","","","","760548","760548","760548"
"59259","344144.97","344144.97","344144.97","","","","","",""
"59263","","","","344331.03","344331.03","344331.03","","",""
"59264","","","","","","","760692.25","760692.25","760692.25"
"59275","","","","","","","760836.5","760836.5","760836.5"
"59277","344238","344238","344238","","","","","",""
"59284","","","","344424.06","344424.06","344424.06","","",""
"59286","","","","","","","760980.75","760980.75","760980.75"
"59295","344331.03","344331.03","344331.03","","","","","",""
"59297","","","","","","","761124.94","761124.94","761124.94"
"59302","","","","344517.1","344517.1","344517.1","","",""
"59308","","","","","","","761269.2","761269.2","761269.2"
"59319","","","","","","","761413.44","761413.44","761413.44"
"59320","","","","344610.12","344610.12","344610.12","","",""
"59321","344424.06","344424.06","344424.06","","","","","",""
"59334","","","","","","","761557.7","761557.7","761557.7"
"59338","","","","344703.16","344703.16","344703.16","","",""
"59339","344517.1","344517.1","344517.1","","","","","",""
"59345","","","","","","","761701.9","761701.9","761701.9"
"59356","","","","344796.22","344796.22","344796.22","761846.1","761846.1","761846.1"
"59357","344610.12","344610.12","344610.12","","","","","",""
"59367","","","","","","","761990.4","761990.4","761990.4"
"59374","","","","344889.25","344889.25","344889.25","","",""
"59375","344703.16","344703.16","344703.16","","","","","",""
"59378","","","","","","","762134.6","762134.6","762134.6"
"59389","","","","","","","762278.8","762278.8","762278.8"
"59392","","","","344982.28","344982.28","344982.28","","",""
"59393","344796.22","344796.22","344796.22","","","","","",""
"59400","","","","","","","762423.06","762423.06","762423.06"
"59410","","","","345075.3","345075.3","345075.3","","",""
"59411","344889.25","344889.25","344889.25","","","","762567.3","762567.3","762567.3"
"59422","","","","","","","762711.56","762711.56","762711.56"
"59428","","","","345168.34","345168.34","345168.34","","",""
"59429","344982.28","344982.28","344982.28","","","","","",""
"59433","","","","","","","762855.75","762855.75","762855.75"
"59444","","","","","","","763000","763000","763000"
"59446","","","","345261.38","345261.38","345261.38","","",""
"59447","345075.3","345075.3","345075.3","","","","","",""
"59455","","","","","","","763144.25","763144.25","763144.25"
"59464","","","","345354.4","345354.4","345354.4","","",""
"59465","345168.34","345168.34","345168.34","","","","","",""
"59466","","","","","","","763288.5","763288.5","763288.5"
"59477","","","","","","","763432.7","763432.7","763432.7"
"59482","","","","345447.44","345447.44","345447.44","","",""
"59483","345261.38","345261.38","345261.38","","","","","",""
"59488","","","","","","","763576.94","763576.94","763576.94"
"59499","","","","","","","763721.2","763721.2","763721.2"
"59500","","","","345540.47","345540.47","345540.47","","",""
"59501","345354.4","345354.4","345354.4","","","","","",""
"59510","","","","","","","763865.44","763865.44","763865.44"
"59518","","","","345633.5","345633.5","345633.5","","",""
"59519","345447.44","345447.44","345447.44","","","","","",""
"59521","","","","","","","764009.6","764009.6","764009.6"
"59532","","","","","","","764153.9","764153.9","764153.9"
"59536","","","","345726.56","345726.56","345726.56","","",""
"59537","345540.47","345540.47","345540.47","","","","","",""
"59543","","","","","","","764298.1","764298.1","764298.1"
"59554","","","","345819.6","345819.6","345819.6","764442.4","764442.4","764442.4"
"59555","345633.5","345633.5","345633.5","","","","","",""
"59565","","","","","","","764586.56","764586.56","764586.56"
"59572","","","","345912.62","345912.62","345912.62","","",""
"59573","345726.56","345726.56","345726.56","","","","","",""
"59576","","","","","","","764730.8","764730.8","764730.8"
"59587","","","","","","","764875.06","764875.06","764875.06"
"59590","","","","346005.66","346005.66","346005.66","","",""
"59591","345819.6","345819.6","345819.6","","","","","",""
"59598","","","","","","","765019.3","765019.3","765019.3"
"59608","","","","346098.7","346098.7","346098.7","","",""
"59609","345912.62","345912.62","345912.62","","","","765163.5","765163.5","765163.5"
"59625","","","","","","","765307.75","765307.75","765307.75"
"59626","","","","346191.72","346191.72","346191.72","","",""
